,Rate,Votes,Duration,A_Severe,Approved,Passed,PG,F_No.Rate,N_Mild,Series,V_Mild,Predicted
4170,5.2,45051,109,0,0,0,0,0,1,0,0,6.340209654
4175,6.2,27709,121,0,0,0,0,0,0,0,0,6.409013386
4176,8.7,59031,22,0,0,0,0,0,0,1,1,7.681186574
4180,8.4,4175,44,0,0,0,0,1,0,1,0,7.14943795
4182,7.7,11908,45,0,0,0,0,0,1,1,0,7.495368232
4184,7.7,1873,25,0,0,0,0,1,0,1,0,7.079009842
4189,6.6,4760,93,0,0,0,0,0,0,0,0,6.26701104
4190,6.2,20284,118,0,0,0,0,0,0,0,0,6.384094936
4191,6,95721,108,0,0,0,0,0,1,0,0,6.435748834
4192,6.3,122713,89,0,0,0,1,0,1,0,1,6.688561202
4194,8,121532,101,0,0,0,0,0,0,0,0,6.522943528
4196,6.8,17228,93,0,0,0,0,0,0,0,0,6.291373512
4197,4.5,272,69,0,0,0,0,1,0,0,0,5.786561488
4199,7.4,49608,128,0,0,0,0,0,1,0,1,6.527544032
4205,7.2,6297,30,0,0,0,0,1,0,1,0,7.105004338
4212,5.7,115284,120,0,0,0,0,0,1,0,1,6.628114936
4215,6.9,107865,117,0,0,0,0,0,1,0,0,6.49070821
4222,7.1,51638,108,0,0,0,0,0,0,0,1,6.523160652
4224,6.3,29509,30,0,0,0,0,0,1,1,1,7.590210586
4225,6.6,9539,114,0,0,0,0,0,1,0,1,6.400669206
4227,6.5,110280,104,0,0,0,0,0,1,0,0,6.45031712
4229,5.4,563,97,0,0,1,0,0,1,0,1,7.748140102
4233,7.5,95199,118,0,0,0,0,0,0,0,0,6.530478846
4235,6,54504,91,0,0,0,0,0,0,0,1,6.469770816
4236,6.8,28474,100,0,0,0,0,0,1,0,1,6.389088196
4237,6.8,293541,92,0,0,0,0,0,1,0,0,6.766769114
4238,6.2,15505,83,0,0,0,0,0,1,0,0,6.19225677
4241,8.2,119814,162,0,0,0,0,0,0,0,0,6.731256556
4242,1.9,89557,87,1,0,0,0,0,0,0,0,6.578084378
4243,6.2,1354,105,0,0,0,0,1,0,0,0,5.913595716
4252,5.7,20192,129,0,0,0,0,0,0,0,1,6.534585168
4253,6.9,42145,158,0,0,0,0,0,0,0,0,6.56561133
4261,5.6,75314,101,0,0,0,0,0,1,0,0,6.371583556
4265,6.9,58138,107,0,0,0,0,0,1,0,0,6.358841652
4271,6.5,114396,104,0,0,0,0,0,0,0,1,6.631909784
4273,5.5,74580,102,0,0,0,0,0,0,0,0,6.43466932
4275,7,89535,123,0,0,0,0,0,1,0,0,6.47571139
4280,5.4,143357,96,0,0,0,1,0,1,0,1,6.753189578
4281,5.6,76101,93,0,0,0,0,0,0,0,0,6.406411354
4285,5,15043,93,0,0,0,0,0,0,0,1,6.399604022
4286,5.4,136125,105,0,0,0,0,0,0,0,0,6.56533825
4292,6.3,47733,96,0,0,0,0,0,0,0,1,6.473890282
4295,8.1,232561,154,0,0,0,0,0,0,0,0,6.923804194
4296,6.3,111773,113,0,0,0,0,0,1,0,1,6.596964442
4298,6.8,17458,126,0,0,0,1,0,1,0,1,6.611282932
4302,7.9,12497,461,1,0,0,0,0,0,1,0,9.167289138
4305,6.2,1758,130,0,0,0,0,1,0,0,0,6.001135132
4306,7.4,21688,174,0,0,0,0,0,0,0,0,6.581158352
4311,7.3,3726,44,0,0,0,0,1,1,1,0,7.087510604
4313,6.6,76490,103,0,0,0,0,0,1,0,1,6.49332146
4315,5.4,8182,102,0,0,0,0,1,1,0,1,5.967977628
4320,6.9,65453,81,0,0,0,0,0,1,0,0,6.282915162
4323,4.8,196546,100,0,0,0,0,0,0,0,0,6.666050884
4325,6.2,111134,96,0,0,0,0,0,0,0,1,6.597775836
4326,6,9458,109,0,0,0,0,0,0,0,0,6.331710932
4327,6.9,3396,45,0,0,0,0,0,1,1,0,7.478735784
4334,5.8,120431,92,0,0,0,0,0,0,0,0,6.489562174
4338,6.4,53543,95,0,0,0,0,0,1,0,0,6.308223022
4342,5.4,3081,91,0,0,0,1,0,0,0,0,6.410290274
4346,7.8,66462,119,0,0,0,0,0,1,0,0,6.416746748
4350,7.1,25217,73,0,1,0,0,0,0,0,1,7.095184018
4355,5.1,53043,121,0,0,0,0,0,1,0,0,6.397466022
4363,7.7,1637,24,0,0,0,0,0,0,1,0,7.463478698
4370,7.8,4900,48,0,0,0,0,0,1,1,1,7.6045846
4374,6.6,59212,121,0,0,0,0,0,0,0,0,6.470570248
4377,6.5,128942,123,0,0,0,0,0,0,0,0,6.613762668
4378,7.1,179143,101,0,0,0,0,0,1,0,1,6.686965422
4381,6.8,51586,125,0,0,0,0,0,1,0,0,6.408499044
4384,4.1,133,85,0,0,0,0,1,0,0,0,5.841809882
4385,8.3,26612,24,0,0,0,0,0,0,1,1,7.624779848
4386,5.9,145890,93,0,0,0,0,0,0,0,0,6.54277906
4397,7.2,9741,127,0,0,0,0,0,1,0,0,6.333673914
4399,6.8,144977,99,0,0,0,1,0,0,0,0,6.715315058
4403,7,54095,124,0,0,0,0,0,0,0,0,6.47098163
4404,6.4,112644,124,0,0,0,0,0,1,0,0,6.524336376
4406,5.8,540,91,0,0,0,0,1,0,0,0,5.86342516
4419,8.1,79,95,0,0,0,0,1,0,0,0,5.876404366
4422,7,47523,124,0,0,0,0,0,0,0,1,6.570639942
4427,6.3,113996,111,0,0,0,0,0,1,0,0,6.481868184
4429,2.9,7602,102,0,0,0,0,0,0,0,0,6.303794308
4432,5.6,88338,101,0,0,0,0,0,0,0,1,6.570582452
4433,7.2,1811,86,0,0,0,0,1,0,1,0,7.290558694
4434,7.5,5309,582,1,0,0,0,0,0,1,1,9.685613786
4435,7.2,152238,146,0,0,0,0,0,0,0,0,6.739093052
4443,9.2,7872,180,0,0,0,0,0,1,1,1,8.068431888
4445,6.9,10643,109,0,0,0,0,0,0,0,0,6.334026422
4446,6.4,82408,119,0,0,0,0,0,1,0,0,6.447905232
4451,8.3,25750,127,0,0,0,0,0,1,0,0,6.3649555
4454,6.4,35969,96,0,0,0,0,0,1,0,0,6.277353426
4457,3,44416,89,0,0,0,0,0,1,0,0,6.269568864
4459,6.1,96761,95,0,0,0,0,0,0,0,0,6.453720994
4463,6.8,27519,127,0,0,0,1,0,1,0,1,6.634412126
4466,7.6,21368,135,0,0,0,0,0,1,0,0,6.384153072
4470,7.9,32289,22,0,0,0,0,0,0,1,1,7.628932706
4472,6.2,11192,125,0,0,0,0,0,0,0,1,6.503119168
4475,5.1,12843,96,0,0,0,1,0,1,0,1,6.498165222
4477,7.2,6938,24,0,0,0,0,0,0,1,0,7.473836852
4479,5.1,38481,90,0,0,0,0,0,1,0,0,6.261441874
4480,8.5,5723,30,0,0,0,0,0,1,1,0,7.431232742
4484,6.7,24678,85,0,0,0,0,0,0,0,0,6.278170812
4488,4.9,53030,98,0,0,0,0,0,0,0,0,6.37868062
4489,6.8,12388,107,0,0,0,0,0,0,0,1,6.442996152
4495,6.8,110417,101,0,0,0,0,0,0,0,1,6.613724818
4496,6.6,188010,100,0,0,0,0,0,0,0,0,6.64937154
4503,6.6,15119,106,0,0,0,0,0,0,0,1,6.444862526
4504,8.1,21115,60,0,0,0,0,1,0,1,0,7.23805871
4506,6.9,1233,45,0,0,0,0,1,0,1,0,7.147159282
4507,7.4,13138,111,0,0,0,0,0,1,0,0,6.284791652
4509,6,185732,108,0,0,0,0,0,0,0,0,6.672680328
4514,4.5,1131,101,0,0,0,0,0,0,0,0,6.287679974
4517,7.1,86088,97,0,0,0,0,0,0,0,0,6.439805952
4522,6.7,84846,135,0,0,0,0,0,1,0,1,6.620689084
4524,6.6,147643,86,0,0,0,0,0,0,0,0,6.521914422
4529,7.1,4588,22,0,0,0,0,0,1,1,1,7.513754952
4530,6.6,147829,90,0,0,0,0,0,0,0,0,6.536157866
4531,5.8,22408,90,0,0,0,0,0,0,0,0,6.291085232
4532,7.9,8746,30,0,0,0,0,0,0,1,0,7.498189684
4534,6.9,43331,144,0,0,0,0,0,0,0,1,6.631848774
4535,7.2,104967,112,0,0,0,0,0,0,0,0,6.528745518
4540,5.3,41783,90,0,0,0,0,0,0,0,0,6.328943982
4542,7.1,54606,125,0,0,0,0,0,1,0,0,6.414400124
4546,5.8,93261,133,0,0,0,0,0,1,0,0,6.517691994
4548,3.9,104,128,0,0,0,0,1,0,0,0,5.990963216
4549,8,30071,180,1,0,0,0,0,0,0,0,6.784558734
4554,7.2,14055,127,0,0,1,0,0,0,0,1,7.93965347
4561,6.5,10393,116,0,0,0,1,0,0,0,0,6.511327922
4562,8.5,109230,25,0,0,0,0,0,1,1,0,7.61613542
4563,5.9,965,30,0,0,0,0,0,0,1,0,7.48298561
4564,5.6,51927,110,0,0,0,0,0,0,0,0,6.418165358
4569,7.6,121655,111,0,0,0,0,0,1,0,0,6.49683387
4572,3.7,380,110,0,0,0,0,1,0,0,0,5.92904252
4575,5.4,75376,93,0,0,0,0,0,1,0,0,6.343944704
4576,6.5,36499,93,0,0,0,0,0,1,0,1,6.380479046
4584,8.4,187737,88,0,1,0,0,0,0,0,0,7.352298098
4588,6.6,27781,91,0,0,0,0,0,1,0,0,6.244004074
4589,6.7,30413,96,0,0,0,0,0,0,0,1,6.440047002
4590,6.5,116851,114,0,0,0,0,0,0,0,0,6.558906854
4592,6.6,78414,104,1,0,0,0,0,0,0,1,6.727800956
4594,6,2818,85,0,0,0,0,0,0,0,0,6.235456372
4595,5.9,19865,100,0,0,0,0,0,0,0,0,6.32081621
4596,5.1,3462,89,0,0,0,0,0,0,0,0,6.250594748
4603,8.6,12545,30,0,0,0,0,0,0,1,0,7.50561293
4611,7.5,221172,103,0,0,0,0,0,0,0,0,6.724580088
4617,7.2,16846,105,0,0,0,0,0,0,0,0,6.332267084
4622,7.8,2563,50,0,0,0,0,0,0,1,0,7.555508102
4623,4.5,44618,115,0,0,0,0,0,0,0,1,6.533733572
4624,5.7,185495,99,0,0,0,0,0,0,0,0,6.64098723
4626,7.8,10130,22,1,0,0,0,0,1,1,1,7.69078402
4628,7.2,4769,60,1,0,0,0,0,1,1,1,7.812168626
4632,8,17339,30,0,0,0,0,0,0,1,1,7.627480406
4635,5.5,885,120,0,0,0,0,1,0,1,0,7.40672929
4643,6.6,99068,113,0,0,0,0,0,1,0,0,6.459638872
4644,4.7,17936,98,0,0,0,1,0,1,0,0,6.402556944
4646,5.8,77450,113,0,0,0,0,0,0,0,0,6.4784473
4647,7.4,65768,114,0,0,0,0,0,1,0,0,6.398040672
4649,4.7,41889,113,0,0,0,1,0,0,0,1,6.674961106
4652,5.5,3147,102,0,0,0,0,0,0,0,0,6.295089238
4667,6.2,2087,30,0,0,0,0,1,0,1,0,7.096777998
4671,7.7,306275,110,0,0,0,0,0,0,0,0,6.91516135
4679,6.9,8321,121,0,0,0,1,0,1,0,0,6.463579234
4682,7.9,82705,100,0,0,1,0,0,1,0,0,7.80655557
4683,7.4,13200,30,0,0,0,0,0,0,1,0,7.5068928
4684,7.2,59680,151,0,0,0,0,0,0,0,1,6.68808472
4686,5.9,32311,112,0,0,0,0,0,0,0,1,6.499275694
4692,5.1,77398,104,0,0,0,0,0,0,0,1,6.559615692
4693,4.8,776,90,0,0,0,0,0,0,0,0,6.248816304
4694,6.1,2943,105,0,0,0,0,0,0,0,0,6.305100622
4697,6.6,37874,122,0,0,0,0,0,0,0,0,6.432345796
4704,6.4,154051,94,0,0,0,1,0,0,0,1,6.828195654
4718,8,10448,23,0,0,0,0,0,1,1,1,7.528675392
4719,6.8,62,117,0,0,0,0,1,0,0,0,5.952711148
4725,7.4,40729,97,0,0,0,0,0,0,0,1,6.463674466
4730,6.7,14388,96,0,0,0,0,0,0,0,0,6.296234152
4737,7.1,119801,94,0,0,0,0,0,0,0,1,6.607771154
4738,6.8,1608,25,0,0,0,0,0,0,1,0,7.466892032
4740,6.3,19964,87,0,0,0,0,0,0,0,0,6.275899656
4745,5,18357,92,0,0,0,1,0,1,0,1,6.495059578
4748,7.8,62423,125,0,0,0,0,0,1,0,0,6.429674542
4749,8.3,55231,43,0,0,0,0,0,0,1,0,7.634131374
4750,3.8,37492,91,0,0,0,0,0,0,0,0,6.324029368
4753,6,887,100,0,0,0,0,0,0,0,0,6.283733198
4754,6.3,203578,105,0,0,0,0,0,1,0,0,6.636091412
